entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-3f8208a6ed84aade3cc6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0095,0.92,USFWS and includes land owned by TNC and MPF.
ENT-858cdc60b5c4d385c92d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0096,0.92,USFWS.
ENT-ce9df961a1d100e8fbcf,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0097,0.92,USFWS.
ENT-563a5d7d9e00d778a171,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0098,0.92,USFWS.
ENT-bffa704e89b887bd4caa,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0105,0.92,USFWS.
ENT-a227079b63e339ed37fc,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0107,0.92,USFWS.
ENT-e7059ce082cd4231f03d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0108,0.92,USFWS.
ENT-abf0375d539f4ce99f1c,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0110,0.92,USFWS.
ENT-21efddc24206e1d93635,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0114,0.92,USFWS.
ENT-ab953667399ea697bcb6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0115,0.92,USFWS.
ENT-3b7d68c79933ddb14123,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0120,0.92,USFWS White-nose Syndrome Grants to States award.
ENT-039f5193c4dff12435c6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0121,0.92,USFWS is now considering removing Virginia sneezeweed from the threatened species list.
ENT-818d01d1fb7a13dbaba3,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0122,0.92,"USFWS, as well as multiple caver groups, including Cave Research Foundation, Meramec Valley Grotto, Middle Missouri Valley Grotto, Missouri Caves and Karst Conservancy, Missouri Speleological Survey, and Southeast Missouri Gr"
ENT-e487e72bd208a942475a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0123,0.92,"USFWS waterfowl refuge (e.g., Swan Lake National Wildlife Refuge) 9."
ENT-dbc0912030eb48e71fe7,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0127,0.92,USFWS.
ENT-2a9e0afd2cc65b839874,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0128,0.92,USFWS (Mingo National Wildlife Refuge managers).
ENT-b3659a3fc362bb2e0612,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0134,0.92,USFWS.
ENT-22e9d0d7c83bc2c17903,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0135,0.92,USFWS.
ENT-a94b8b70afbf33b026f7,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0136,0.92,"USFWS, Nebraska Game and Parks Commission, and MDC Fisheries Biologists, also collect broodstock pallids."
ENT-695cb5168fc99f95f094,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0139,0.92,"USFWS, and TNC."
ENT-10768c50445ca99d1132,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0154,0.92,"USFWS, USFS, MDC, Fishers and Farmers Partnership, and Crawford County Soil and Water Con servation District serve as catalyst s by facilitating community engagement and offering technical and strategic financial assistance."
ENT-e59614919c975fd741ca,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0164,0.92,USFWS: the transportation and energy sector has been encouraged to focus on monarch and other pollinator conservation efforts along the significant miles of rights -of-way and associated lands.
ENT-a283c9fdefda25470a9c,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0171,0.92,USFWS ) in an effort to integrate agriculture and wetland landscapes and minimize floodplain dev elopment.
ENT-6f9b6c32b354934d493f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0184,0.92,USFWS Element Supported Principal Desired Future Conditions (DFCs) Addressed (Refer to DFCs on pgs.
ENT-2c65ed19c93cd63a9e2b,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0185,0.92,"USFWS Element Supported Principal Desired Future Conditions Addressed 2.1 Establish and utilize partnerships between government agencies, schools, nonprofit organizations, and the business community to build capacity to deliv"
ENT-7a2a31a765134d7bba8b,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0187,0.92,The first comprehensive revision of CCS is scheduled to be submitted to the USFS and USFWS in 2030.
ENT-605807b0ab40b6c7e5ab,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0190,0.92,USFWS and USFS.
ENT-aa925362d80fef1c3c82,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0195,0.92,USFWS–Ecological Services 117.
ENT-232e1aca41218317e925,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0207,0.92,USFWS Missouri Comprehensive Conservation Strategy | 436 Ozark Highlands FLA Special Values and Public Benefits: The Ozark Highlands FLA consists of Missouri ’s largest block of contiguous forestland located within the Ozark
ENT-62bd6699bf9fc0859514,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0218,0.92,"Conservation network boundaries (including land boundaries for MDNR, MDC, Missouri National Guard, MPF, NPS, Natural Areas, Ozark Land Trust, TNC, USFWS, USFS, and Wetland Reserve Easements) •"
ENT-3d07e290781fac1bf75f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0244,0.92,USFWS.
ENT-bd49bbd54e24d85407a0,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0256,0.92,"Department of the Interior, U.S. Fish and Wildlife Service, and U.S."
ENT-2bd36c109a2662e4fe1a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0257,0.92,"U.S. Fish and Wildlife Service, and U.S."
ENT-b0c8468fc759426b1d20,U.S. Geological Survey,u.s. geological survey,agency,DOC001,DOC001-C0026,0.92,"USGS Patuxent Wildlife Research Center, Laurel, MD."
ENT-c7f8ca498df993b1d70a,U.S. Geological Survey,u.s. geological survey,agency,DOC001,DOC001-C0073,0.92,US Geological Survey water-supply paper.
ENT-fb15dcffb32b725e210b,U.S. Geological Survey,u.s. geological survey,agency,DOC002,DOC002-C0001,0.92,USGS Prepared by: Missouri Department of Natural Resources P.O.
ENT-e09af80e0461485a4026,U.S. Geological Survey,u.s. geological survey,agency,DOC002,DOC002-C0002,0.92,Fish and Wildlife Service Heather Krempa U.S. Geological Survey Mike Shannon Ducks Unlimited (Missouri) Tom Jacobs Mid-America Regional Council Kyle Steele U.S.
ENT-a202bdc235790de6aac0,U.S. Geological Survey,u.s. geological survey,agency,DOC002,DOC002-C0003,0.92,"USGS 3DHP) and be tied into the National Map of geospatial datasets used for flood modeling, natural resource planning, and risk assessment."
ENT-b8a15758866becdb0603,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0001,0.92,Department of the Interior U.S. Geological Survey Open-File Report 2020–1057 Aquatic Invasive Species in the Chesapeake Bay Drainage— Research-Based Needs and Priorities of U.S.
ENT-9bab6373c232ac4bc3b7,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0002,0.92,"Department of Agriculture USDA-APHIS Department of Agriculture, Animal andPlant Health Inspection Service USGS U.S."
ENT-54a8aeae425ded19641a,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0004,0.92,"USGS Nonindigenous Aquatic Species (NAS) program website (https://nas.er.usgs.gov/ ), the presence of these flora and fauna is not a new phenomenon; reports of aquatic invasive species in Chesapeake Bay and the mid-Atlantic"
ENT-f376bfe9a2869b39f033,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0005,0.92,USGS is revising the scientific research efforts for the Chesapeake Bay to align with recent U.S.
ENT-c0d77be7f622115f765e,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0006,0.92,"USGS staff conducted discussions with agency representa- tives by telephone or by in-person meetings for the purpose of facilitating interagency discussion on aquatic habitat science needs, or as meetings convened for the ro"
ENT-279854e9ea21472dc00b,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0008,0.92,"USGS, the Environmental Protection Agency (EPA), U.S."
ENT-57160ed464d61cb47100,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0009,0.92,"USGS, MD DNR, for example) to address AIS; Virginia also has representation on the mid-Atlantic panel for AIS."
ENT-70e267d6a11e33e89386,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0010,0.92,"U.S. Geological Survey in the Chesapeake Bay drainage area, particularly among those States adjacent to, or with large tributaries draining into, the bay proper."
ENT-278f50aa995dc8fec035,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0013,0.92,"USGS, FWS, ACE, the Great Lakes Panel on Aquatic Nuisance Species (United States and Canadian membership representing governmental and non-governmental interests), and the Adirondack Watershed Institute (Paul Smith’s College"
ENT-6a5ed01cab4d052491e7,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0014,0.92,"Federal Agencies—Department of the Interior Overview and Management In addition to USGS, six other Department of the Interior (DOI) bureaus and agencies play a substantial role in AIS sci- ence and management, including the Bureau of Reclamation (BOR), the Bureau of Land Management (BLM), the Bureau of Oce"
ENT-5a820691624ebf5ec5ee,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0015,0.92,"U.S. Geological Survey Nonindigenous Aquatic Species (NAS) Database The USGS maintains the NAS information resource, accessible at https://nas.er.usgs.gov/ , for the purpose of providing an interactive platform for information related to noni"
ENT-ae5a8b64bbf51bed8de9,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0016,0.92,"USGS staff on issues related to AIS (table 1A), there was variability in the managerial structure as well as the science and management needs and priorities communicated."
ENT-3adf4c60ffe82253881d,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0017,0.92,"U.S. Geological Survey (USGS) Nonindigenous Aquatic Species (NAS) database (https://nas.er.usgs.gov/ , July 2019)."
ENT-61dd2d232717b8df02a2,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0018,0.92,USGS is involved in some of these efforts in the Chesapeake Bay watershed and other mid-Atlantic drainage areas as well.
ENT-0c4037c9d54ca6ea645f,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0019,0.92,"USGS personnel with, or as members of, these organizations will help to recognize and promote related science needs for AIS management."
ENT-3a37d2cd1ab6769c90c5,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0020,0.92,USGS scientists and research programs have a vital role in the effort to combat the dissemination and consequences of invasive species.
ENT-78274ac0f724ad336738,U.S. Geological Survey,u.s. geological survey,agency,DOC005,DOC005-C0021,0.92,USGS efforts to aid management through promotion of public awareness of AIS issues is therefore another impor- tant component of the overall agency role.
ENT-175121feff25e325cd7f,U.S. Geological Survey,u.s. geological survey,agency,DOC006,DOC006-C0004,0.92,"U.S. Geological Survey and academic partners is ongoing to study HAB dynamics in Lake Okeechobee, Florida."
ENT-b21110cc0015e43d8976,U.S. Geological Survey,u.s. geological survey,agency,DOC006,DOC006-C0007,0.92, Developing Innovative Management Strategies: ERDC scientists are collaborating with the U.S. Geological Survey and academic partners to develop gene-silencing technologies to manage invasive phragmites populations in the Great Lakes.
ENT-09e77811f4256fd36815,U.S. Geological Survey,u.s. geological survey,agency,DOC006,DOC006-C0009,0.92,"USGS Nonindigenous Aquatic Species Alert System at all USACE projects http://nas.er.usgs.gov/AlertSystem/default.aspx 2.2.4 Disseminate and promote the utilization of existing databases (e.g., EDDMapS, USDA Plants Database,"
ENT-1f26fa271754defe7819,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0001,0.92,USGS-Great Lakes Science Center scuba diver collects invasive Dreissenid mussels and algae from Lake Huron as part of algal growth monitoring.
ENT-0f6576cd3ccc56143291,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0004,0.92,"U.S. Geological Survey (USGS) Nonindigenous Aquatic Species Database 14 Promoted partner databases and enlisted volunteers to increase reporting and tracking of invasive species EDDMaps, iBiocontrol, iMapinvasives, iNaturalist, Wild Spotter M"
ENT-0812cf381c026ca6dbf3,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0005,0.92,"USGS identified the hitchhiking organism as a zebra mussel, a highly destructive aquatic invasive species."
ENT-970601e4909500a06c23,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0006,0.92,"USGS scientists, and university partners leveraged funding and took action to manage these invaders and increase restoration efforts."
ENT-b436190100646284e800,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0007,0.92,"USGS collaborated with partners across the country to detect, control, and eradicate (when possible) nutria and restore damaged marsh habitat."
ENT-fc3f900ec22987b25d1c,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0008,0.92,"(Source: BOR, NPS, Office of Everglades Restoration, OIA, USFWS, USGS) 18 Number of preparedness exercises that DOI bureaus led, participated in, or funded between Fiscal Years 2021- 2025."
ENT-364072120f075b076e80,U.S. Geological Survey,u.s. geological survey,agency,DOC007,DOC007-C0009,0.92,"(Source: BOR, NPS, Office of Everglades Restoration, OIA, USFWS, USGS) 18 Number of preparedness exercises that DOI bureaus led, participated in, or funded between Fiscal Years 2021- 2025."
ENT-7b6bec7cedbd140cf3e7,U.S. Geological Survey,u.s. geological survey,agency,DOC008,DOC008-C0001,0.92,USGS-Great Lakes Science Center scuba diver collects invasive Dreissenid mussels and algae from Lake Huron as part of algal growth monitoring.
ENT-7c5c44ae9a343c2b2ff6,U.S. Geological Survey,u.s. geological survey,agency,DOC008,DOC008-C0004,0.92,"U.S. Geological Survey (USGS) Nonindigenous Aquatic Species Database 14 Promoted partner databases and enlisted volunteers to increase reporting and tracking of invasive species EDDMaps, iBiocontrol, iMapinvasives, iNaturalist, Wild Spotter M"
ENT-e9c0386e9079df5e73a9,U.S. Geological Survey,u.s. geological survey,agency,DOC008,DOC008-C0005,0.92,"USGS identified the hitchhiking organism as a zebra mussel, a highly destructive aquatic invasive species."
ENT-434dea051315200bc4eb,U.S. Geological Survey,u.s. geological survey,agency,DOC008,DOC008-C0006,0.92,"USGS scientists, and university partners leveraged funding and took action to manage these invaders and increase restoration efforts."
ENT-aa84ff744cf419f690c9,U.S. Geological Survey,u.s. geological survey,agency,DOC008,DOC008-C0007,0.92,"USGS collaborated with partners across the country to detect, control, and eradicate (when possible) nutria and restore damaged marsh habitat."
